date,TIPO_EXPORTACION,sa_chap,tip_merc,distr_code,distr_name,distr_ref,lat_distr,lng_distr,iso_destino,pais_destino,lat_destino,lng_destino,iso_origen,pais_origen,lat_origen,lng_origen,FOB
2021-01,EXP.GRAL.,01, Animales vivos,055,QUITO,Quito,-0.2186,-78.5097,US,Estados Unidos,37.09024,-95.712891,EC,Ecuador,-1.831239,-78.183406,121500.0
2021-01,EXP.GRAL.,02, Carne y despojos comestibles,055,QUITO,Quito,-0.2186,-78.5097,US,Estados Unidos,37.09024,-95.712891,EC,Ecuador,-1.831239,-78.183406,4110.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,CO,Colombia,4.570868,-74.297333,EC,Ecuador,-1.831239,-78.183406,23.9
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,DE,Alemania,51.165691,10.451526,EC,Ecuador,-1.831239,-78.183406,3.62
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,ES,España,40.463667,-3.74922,EC,Ecuador,-1.831239,-78.183406,6215.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,FR,Francia,46.227638,2.213749,EC,Ecuador,-1.831239,-78.183406,903.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,HK,Hong Kong,22.396428,114.109497,EC,Ecuador,-1.831239,-78.183406,351542.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,PA,Panama,8.537981,-80.782127,EC,Ecuador,-1.831239,-78.183406,56.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,TH,Tailandia,15.870032,100.992541,EC,Ecuador,-1.831239,-78.183406,2050.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",019,GUAYAQUIL(AEREO),Guayaquil,-2.1833,-79.8833,US,Estados Unidos,37.09024,-95.712891,EC,Ecuador,-1.831239,-78.183406,2516400.97
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,AE,Emiratos Arabes Unidos,23.424076,53.847818,EC,Ecuador,-1.831239,-78.183406,3379089.85
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,AL,Albania,41.153332,20.168331,EC,Ecuador,-1.831239,-78.183406,327910.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,BE,Belgica,50.503887,4.469936,EC,Ecuador,-1.831239,-78.183406,3686900.85
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,BG,Bulgaria,42.733883,25.48583,EC,Ecuador,-1.831239,-78.183406,131527.8
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,BR,Brasil,-14.235004,-51.92528,EC,Ecuador,-1.831239,-78.183406,551168.58
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CA,Canada,56.130366,-106.346771,EC,Ecuador,-1.831239,-78.183406,1317159.45
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CI,Cote Divoire,7.539989,-5.54708,EC,Ecuador,-1.831239,-78.183406,674855.2
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CL,Chile,-35.675147,-71.542969,EC,Ecuador,-1.831239,-78.183406,2238307.4
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CN,China,35.86166,104.195397,EC,Ecuador,-1.831239,-78.183406,75740421.83
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CO,Colombia,4.570868,-74.297333,EC,Ecuador,-1.831239,-78.183406,1625482.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CR,Costa Rica,9.748917,-83.753428,EC,Ecuador,-1.831239,-78.183406,25890.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,CY,Chipre,35.126413,33.429859,EC,Ecuador,-1.831239,-78.183406,94303.12
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,DE,Alemania,51.165691,10.451526,EC,Ecuador,-1.831239,-78.183406,1478820.3800000001
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,DK,Dinamarca,56.26392,9.501785,EC,Ecuador,-1.831239,-78.183406,1177806.54
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,DO,Republica Dominicana,18.735693,-70.162651,EC,Ecuador,-1.831239,-78.183406,36588.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,ES,España,40.463667,-3.74922,EC,Ecuador,-1.831239,-78.183406,13345496.35
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,FR,Francia,46.227638,2.213749,EC,Ecuador,-1.831239,-78.183406,12289751.09
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,GB,Reino Unido De Gran Bretaña,55.378051,-3.435973,EC,Ecuador,-1.831239,-78.183406,2785227.42
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,GH,Ghana,7.946527,-1.023194,EC,Ecuador,-1.831239,-78.183406,853794.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,GR,Grecia,39.074208,21.824312,EC,Ecuador,-1.831239,-78.183406,2298627.12
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,GT,Guatemala,15.783471,-90.230759,EC,Ecuador,-1.831239,-78.183406,947585.04
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,HK,Hong Kong,22.396428,114.109497,EC,Ecuador,-1.831239,-78.183406,138700.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,IE,Irlanda,53.41291,-8.24389,EC,Ecuador,-1.831239,-78.183406,210200.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,IL,Israel,31.046051,34.851612,EC,Ecuador,-1.831239,-78.183406,72900.0
2021-01,EXP.GRAL.,03," Pescados y crustáceos, moluscos y demás invertebrados acuáticos",028,GUAYAQUIL(MARITIMO),Guayaquil,-2.1833,-79.8833,IT,Italia,41.87194,12.56738,EC,Ecuador,-1.831239,-78.183406,9358949.49
